#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
Acinetobacter baumannii,Bacteria;Proteobacteria;Gammaproteobacteria,AB030,SAMN02940899,PRJNA256157,GCA_000746645.1,Complete,4.33579,39,chromosome:NZ_CP009257.1/CP009257.1,,1,3953,2014-08-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/746/645/GCA_000746645.1_ASM74664v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/645/GCF_000746645.1_ASM74664v1
Acinetobacter baumannii,Bacteria;Proteobacteria;Gammaproteobacteria,AB031,SAMN02940901,PRJNA256158,GCA_000746605.1,Complete,3.80332,39.2,chromosome:NZ_CP009256.1/CP009256.1,,1,3461,2014-08-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/746/605/GCA_000746605.1_ASM74660v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/605/GCF_000746605.1_ASM74660v1
Acinetobacter baumannii,Bacteria;Proteobacteria;Gammaproteobacteria,AbH12O-A2,SAMN03075316,PRJNA261783,GCA_000761175.1,Complete,3.87577,39.1,chromosome:NZ_CP009534.1/CP009534.1,,1,3517,2014-10-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/761/175/GCA_000761175.1_ASM76117v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/761/175/GCF_000761175.1_ASM76117v1
Acinetobacter baumannii,Bacteria;Proteobacteria;Gammaproteobacteria,B8342,SAMN03770534,PRJNA286787,GCA_001077555.2,Complete,3.94783,39.1,chromosome:NZ_CP021342.1/CP021342.1,,1,3629,2017-05-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/077/555/GCA_001077555.2_ASM107755v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/555/GCF_001077555.2_ASM107755v2
Acinetobacter baumannii,Bacteria;Proteobacteria;Gammaproteobacteria,,SAMEA3751109,PRJEB9721,GCA_001261895.2,Complete,3.81916,39,chromosome I:NZ_LN868200.1/LN868200.1,,1,3522,2015-07-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/261/895/GCA_001261895.2_R2090,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/261/895/GCF_001261895.2_R2090
Acinetobacter baumannii,Bacteria;Proteobacteria;Gammaproteobacteria,XH860,SAMN03890258,PRJNA290306,GCA_001573065.1,Complete,3.84662,39,chromosome:NZ_CP014538.1/CP014538.1,,1,3503,2016-02-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/573/065/GCA_001573065.1_ASM157306v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/573/065/GCF_001573065.1_ASM157306v1
Acinetobacter baumannii,Bacteria;Proteobacteria;Gammaproteobacteria,XH859,SAMN03890257,PRJNA290306,GCA_001573085.1,Complete,3.97707,39.1,chromosome:NZ_CP014539.1/CP014539.1,,1,3598,2016-02-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/573/085/GCA_001573085.1_ASM157308v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/573/085/GCF_001573085.1_ASM157308v1
Acinetobacter baumannii,Bacteria;Proteobacteria;Gammaproteobacteria,XH857,SAMN03890255,PRJNA290306,GCA_001573105.1,Complete,3.87964,39,chromosome:NZ_CP014540.1/CP014540.1,,1,3503,2016-02-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/573/105/GCA_001573105.1_ASM157310v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/573/105/GCF_001573105.1_ASM157310v1
Acinetobacter baumannii,Bacteria;Proteobacteria;Gammaproteobacteria,XH856,SAMN03890253,PRJNA290306,GCA_001573125.1,Complete,3.9084,39.1,chromosome:NZ_CP014541.1/CP014541.1,,1,3576,2016-02-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/573/125/GCA_001573125.1_ASM157312v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/573/125/GCF_001573125.1_ASM157312v1
Acinetobacter baumannii,Bacteria;Proteobacteria;Gammaproteobacteria,XH858,SAMN03890256,PRJNA290306,GCA_001578145.1,Complete,4.17261,38.9,chromosome:NZ_CP014528.1/CP014528.1,,1,3853,2016-03-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/578/145/GCA_001578145.1_ASM157814v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/578/145/GCF_001578145.1_ASM157814v1
Acinetobacter baumannii,Bacteria;Proteobacteria;Gammaproteobacteria,ATCC 17978,SAMN04273153,PRJNA302452,GCA_001593425.2,Complete,4.00479,39,chromosome:NZ_CP018664.1/CP018664.1,,1,3664,2016-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/593/425/GCA_001593425.2_ASM159342v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/593/425/GCF_001593425.2_ASM159342v2
Acinetobacter baumannii,Bacteria;Proteobacteria;Gammaproteobacteria,AB042,SAMN04273154,PRJNA305150,GCA_001941765.1,Complete,4.00472,39,chromosome:NZ_CP019034.1/CP019034.1,,1,3663,2017-01-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/765/GCA_001941765.1_ASM194176v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/765/GCF_001941765.1_ASM194176v1
